Gene,IGM-Roche-Avg%GeneCov,0.1%RVIS[EVS],0.1%RVIS%[EVS],EdgeCase[EVS],OEratio%tile[EVS],GenicConstraint[EVS],1.0%ncRVIS[IGM],1.0%ncRVIS%tile[IGM],ncGERP,ncGERP%tile,pcGERP,pcGERP%tile,0.05%_anypopn_RVIS[ExAC],0.05%_anypopn_RVIS%tile[ExAC],OEratio%tile[ExAC],GenicConstraint_mis-z[ExAC],GenicConstraint_mis-z%tile[ExAC],LoF-FDRLoF[EVS],LoF-pLI[ExAC],LoF-pRec[ExAC],LoF-pNull[ExAC]
LRRC6,1,0.37,75.43052607,N,83.60635991,66.11,-0.489473559,25.83497053,-1.260003271,96.94841741,2.324562733,59.36961207,0.432139821,75.47135715,78.84402655,-0.783518373,82.48010974,0.4421379,8.30E-08,0.723564559,0.276435358
TMEM71,1,0.66,84.4420854,N,87.31630932,70.15,0.170144847,66.52750491,-0.330291772,66.11762276,1.186230736,82.30603448,0.69784917,84.87440516,72.18473451,-0.981933008,85.88751715,0.5410358,4.17E-10,0.052931846,0.947068154
PHF20L1,0.999093,-1.37,4.429110639,N,58.28113708,42.44,-0.14651001,47.24336935,1.414651304,13.33195642,3.791781755,11.95581897,-1.729373992,2.819107283,26.54314159,1.776906587,24.40603567,0.001107917,0.999911984,8.80E-05,2.35E-13
SLA,0.999927,-0.09,46.7386176,N,38.68947242,73.66,-0.369604138,32.42878193,-1.154153722,95.66272525,2.435990543,56.15840517,-0.220934338,35.77495332,32.42256637,0.325791307,54.51303155,NA,0.72295317,0.276436303,0.000610528
WISP1,0.996822,0.78,87.17857985,N,60.37701759,70.4,0.453751216,78.45653242,-0.620997616,80.79723241,2.554054066,52.30064655,0.707527505,85.1514969,48.6449115,-0.142630693,67.19341564,0.3003218,0.00332828,0.949777938,0.046893782
ST3GAL1,0.998181,0.29,71.49681529,N,37.65357745,43.86,0.818380734,87.29739686,-1.028289989,93.48892446,2.509592359,53.76616379,0.396059027,73.89313897,23.53982301,1.46308422,29.6515775,0.4372668,0.593559246,0.404393836,0.002046918
KHDRBS3,0.999022,-0.6,17.74593064,N,10.40713081,44.77,NA,NA,2.007700926,7.15650333,3.357377047,25.27478448,-0.345115376,28.97415818,30.63053097,0.693660735,45.61316872,0.5327505,0.868289437,0.131633546,7.70E-05
FAM135B,0.999924,-1.43,4.051663128,N,29.84822934,56.72,-0.067427749,52.70137525,0.303415958,36.58801053,1.85276848,70.52262931,-1.37606555,4.740678272,38.75553097,0.139531216,59.41838134,4.80E-06,0.999998682,1.32E-06,2.06E-16
COL22A1,0.998777,0.16,64.92686954,N,76.44543483,82.15,-0.280621143,37.96660118,-0.510894163,75.78871276,2.292409671,60.20474138,1.278171868,94.50635504,70.37610619,-1.293357441,90.45816187,0.02330514,8.26E-32,0.34578943,0.65421057
KCNK9,0.999599,-0.38,27.41802312,Y,2.830643219,3.34,NA,NA,0.512845178,30.71719936,3.061610214,35.61961207,-0.835759217,12.02337209,3.976769912,4.139928906,3.094650206,0.4827452,0.126993746,0.780156805,0.092849449
CHRAC1,0.995762,0.57,81.88841708,N,99.63261865,87.91,0.284150819,72.05304519,-0.616635799,80.64749316,2.568652206,51.92887931,0.342022292,71.30895729,94.55199115,-0.978881042,85.82716049,0.419313,0.658094861,0.317915159,0.023989981
AGO2,0.989336,-1.42,4.104741684,N,0.511924837,0.28,-0.029213535,55.02824165,1.960038264,7.564413693,3.182988366,31.40625,-1.709676473,2.861273417,0.503318584,7.696140897,0.076817558,0.03607462,0.999992249,7.75E-06,7.63E-14
PTK2,0.999832,-1.51,3.544468035,N,35.44928933,26.1,-0.488642199,25.89022593,1.234731259,15.84137967,3.498532237,20.52262931,-1.346289798,4.987651346,14.77323009,2.764356028,11.77503429,0.003970716,0.999992958,7.04E-06,1.01E-16
PTP4A3,0.996197,-0.32,31.45789101,Y,13.61720067,39.5,-0.840638943,12.0456778,-0.661839996,82.40305675,2.505187269,53.9762931,0.056794049,54.36419493,26.67035398,1.621960751,26.96844993,0.887696,0.127669884,0.780179392,0.092150724
TSNARE1,0.997249,1.05,91.36588818,N,91.37557215,88.85,NA,NA,-0.354997724,67.52723705,1.158169505,82.62392241,1.113052297,92.54864165,86.54314159,-1.043978461,86.83676269,0.730121,3.60E-07,0.792734251,0.207265389
LY6K,0.971965,NA,NA,NA,NA,91.76,0.621220553,83.16552063,-0.31315315,65.07977487,-1.366900392,99.78987069,0.163635643,61.58062767,85.48119469,-0.466984577,75.7037037,NA,0.000583632,0.475674521,0.523741847
THEM6,0.21139,NA,NA,NA,NA,37.36,-0.051464236,53.65299607,-0.85757017,89.26008158,1.694984724,73.72844828,NA,NA,94.98340708,2.064901929,20.26337449,NA,0.02427983,0.549814778,0.425905393
SLURP1,0.998421,0.17,65.33380514,Y,35.9792821,54.6,0.274090837,71.5925835,-0.821785626,88.10863841,0.493995679,89.41810345,0.366859083,72.50768026,28.39048673,0.283266534,55.62139918,0.8242344,0.328314103,0.607811973,0.063873924
LYPD2,0.988961,0.06,58.52795471,Y,31.87183811,88.8,-0.383196197,31.55697446,-1.441142013,98.28574379,0.651015718,88.01185345,NA,NA,80.43141593,-0.022180467,63.73662551,0.5784326,0.063302205,0.725387529,0.211310267
LYNX1,0.999783,-0.27,34.59542345,N,7.401830884,60.27,0.158783427,65.96267191,-0.708748047,84.20509113,1.265976741,81.15301724,0.27422525,67.79712066,34.71238938,0.246676418,56.52674897,0.4273712,0.110678246,0.777234327,0.112087427
LY6D,0.981251,0.3,72.009908,Y,74.59648278,67.14,NA,NA,-0.88025917,89.97779728,-0.084221053,94.39116379,0.333743376,70.91139088,93.21349558,-0.080078442,65.218107,0.9826826,0.000620135,0.289805615,0.709574249
GML,1,0.55,81.38122199,N,72.44037581,94.49,0.403693719,76.7620334,-0.365634016,68.2088088,-1.456333055,99.82219828,0.902653099,89.27173062,96.51548673,-0.027664924,63.91769547,0.6047432,0.439134842,0.530642519,0.030222639
CYP11B1,0.999916,-1.19,5.850436424,N,77.8547338,97.38,1.414858732,94.21660118,-0.755469889,85.96065472,0.519714244,89.19181034,-0.033031714,47.90675261,38.28539823,-0.748434665,81.77229081,0.313895,0.001433932,0.96548157,0.033084498
CYP11B2,0.99854,0.56,81.67020524,N,38.29800048,59.45,0.352420971,74.80967583,-0.611995419,80.40481231,0.53089655,89.08943966,0.462908525,76.72429372,65.76880531,0.48129421,50.63374486,0.1373797,3.93E-13,0.012224586,0.987775414
LY6E,0.994705,0.15,64.31941496,Y,57.67887256,89,NA,NA,-0.780473806,86.84359994,0.80837402,86.44396552,0.354048978,71.89928318,24.39712389,0.834645683,42.11248285,0.350937,0.733420182,0.254623226,0.011956593
C8orf31,0.998676,0.61,83.06794055,N,97.4524211,65.19,1.903172358,96.63555992,0.073687687,44.88046677,-0.858399807,99.05172414,0.556492566,80.48310343,64.94469027,0.911602062,40.45541838,0.3922811,1.09E-05,0.200653878,0.799335264
LY6H,0.755634,-0.3,32.61972163,Y,13.06913997,68.82,NA,NA,-0.006743554,48.56198688,1.833100797,70.97521552,-0.09519008,43.71423408,14.00442478,0.691491581,45.65706447,0.7129225,0.460605569,0.51336051,0.026033922
ZFP41,1,0.11,61.73036093,N,14.73741267,53.74,1.344377272,93.66404715,-0.559169296,78.16388702,-0.131475324,94.73060345,0.368257336,72.55587013,91.07853982,-0.685933628,80.44993141,0.5672893,0.000671958,0.301729544,0.697598498
GLI4,0.964487,NA,NA,NA,NA,36.19,NA,NA,-0.085422083,52.63076367,1.137808871,82.8987069,-0.254830738,33.81121619,69.30309735,1.6083558,27.1824417,NA,0.001021287,0.594782801,0.404195911
ZNF696,0.768671,NA,NA,NA,NA,8.98,NA,NA,-0.327333806,65.96788351,-0.177055128,95.22090517,0.343420875,71.40533703,91.69247788,0.962654828,39.38545953,NA,0.005979722,0.732091511,0.261928767
TOP1MT,0.997684,-0.44,24.70511913,N,59.50373404,77.88,NA,NA,-0.380398662,68.98332215,0.788541751,86.59482759,1.193508514,93.66905608,82.35066372,0.208650801,57.66255144,0.4470778,1.63E-19,0.001500191,0.998499809
ZC3H3,0.945646,2.68,98.86175985,N,57.97398217,47.14,0.542611398,81.18246562,-0.374108219,68.6476997,1.398922335,79.10021552,1.42663864,95.78941028,23.32964602,-0.38522464,73.68449931,0.03015987,0.964538765,0.035458522,2.71E-06
NAPRT1,0.792661,-1.02,8.103326256,N,24.5603469,84.53,-0.019689705,55.59307466,-1.368122159,97.87267001,2.061822109,65.80818966,0.669880824,84.019035,75.32632743,-1.045104182,86.8696845,0.5536549,9.84E-13,0.020934043,0.979065957
EEF1D,0.970175,0.34,73.72611465,N,26.58997832,50.77,NA,NA,-0.338033987,66.56167708,2.142080557,63.93318966,1.441904946,95.92193241,39.53539823,-0.42109228,74.56241427,0.02827322,0.394239744,0.605357344,0.000402912
TIGD5,0.445118,NA,NA,NA,NA,1.99,NA,NA,-0.546204649,77.4874787,1.995625523,67.5,NA,NA,30.96792035,3.840981053,4.186556927,NA,0.000172429,0.454277628,0.545549943
PYCRL,0.872765,-0.02,52.09365416,N,35.47337991,90.29,-0.57090521,21.875,-0.811948557,87.77817938,2.087651175,65.22090517,1.053077318,91.75350882,51.78650442,0.212416995,57.5308642,0.1874466,0.017128414,0.889881785,0.092989801
TSTA3,0.977403,-1.09,7.047652748,N,28.67381354,81.62,NA,NA,-0.692430093,83.6422781,2.891372167,41.47090517,-0.223279319,35.61833624,36.86946903,-0.260692222,70.38683128,0.2829334,0.004991924,0.967592434,0.027415642
MAPK15,0.937252,0.57,81.72918141,N,86.88870152,98.54,NA,NA,-0.926800671,91.24283575,1.102999113,83.30280172,1.874690579,97.92783567,86.7920354,-2.311860578,97.16872428,0.5262685,1.29E-16,0.002878183,0.997121817
FAM83H,0.555869,NA,NA,NA,NA,4.54,NA,NA,-0.639000112,81.59756286,1.841538479,70.80818966,0.203764849,64.07445335,67.47787611,1.902224231,22.51303155,NA,0.88482471,0.115121211,5.41E-05
SCRIB,0.830705,-2.44,1.026185421,N,32.15490243,30.51,NA,NA,0.919719325,21.33009759,1.766883191,72.33836207,-0.479234579,22.558882,23.27433628,-0.780588654,82.43072702,0.001477431,0.913273181,0.086726818,1.78E-09
SPATC1,0.97807,0.45,78.01958009,N,64.5145748,84.04,0.130265147,64.74705305,0.077782406,44.69974699,0.900967595,85.43642241,1.347854149,95.12679959,74.85066372,-0.779393363,82.40329218,0.7239725,3.59E-08,0.185342979,0.814656985
EXOSC4,0.980621,-0.32,31.68789809,N,8.949650687,35.87,-0.381637897,31.61222986,-1.16244557,95.78148397,3.0418976,36.3200431,0.076317513,55.6532739,43.99336283,1.333083211,32,0.434901,0.099450175,0.866122543,0.034427281
CYC1,0.86766,-0.25,35.98726115,N,19.15803421,50.47,NA,NA,-0.003787283,48.36577684,2.404367147,57.09051724,-0.193131264,37.3351003,23.08075221,0.63829619,46.84224966,0.2437402,0.979014368,0.020967593,1.80E-05
MAF1,0.963256,-0.12,44.89266336,Y,5.510720308,29.64,NA,NA,0.912822763,21.46950999,3.010072128,37.46228448,-0.39322587,26.66706825,2.223451327,2.001602511,21.07544582,0.2268513,0.79402458,0.204706728,0.001268692
FAM203A,0.558148,NA,NA,NA,NA,21.85,NA,NA,-1.076196446,94.42866732,1.71549152,73.3512931,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOP1,0.779876,NA,NA,NA,NA,0.51,NA,NA,-0.361056176,67.91965715,1.160975939,82.59698276,NA,NA,28.26327434,0.15817017,58.9739369,NA,0.526839489,0.411323621,0.06183689
HSF1,0.932139,-0.87,10.79853739,N,57.92580101,73.09,NA,NA,-0.169566192,57.22620953,2.839823258,42.99030172,-0.703451063,15.38461538,25.94579646,0.539767315,49.24005487,0.2712388,0.586374295,0.413181557,0.000444148
DGAT1,0.861618,-0.84,11.36470866,N,16.09250783,80.1,NA,NA,-0.404461903,70.33613879,2.575323238,51.75107759,-0.406193161,25.90807783,29.59623894,0.672128305,46.02469136,0.8350875,2.90E-10,0.274285644,0.725714356
SCRT1,0.612561,NA,NA,NA,NA,10.74,NA,NA,1.241536878,15.73811122,1.341328512,80.15625,-0.078632541,44.94909945,3.478982301,4.924279436,1.349794239,NA,0.294251147,0.62556547,0.080183384
FBXL6,0.802829,-0.44,24.53408823,N,61.40086726,68.57,NA,NA,-1.107391155,94.98631693,1.653228935,74.49353448,0.285306246,68.40551774,40.11061947,0.34525833,53.93689986,0.1806308,3.70E-06,0.810919383,0.189076922
SLC52A2,0.994498,-0.93,9.54824251,N,15.68296796,47.64,NA,NA,-1.065396017,94.25827438,1.602619084,75.50107759,-0.489763374,22.16131558,40.94026549,-0.455589443,75.45679012,NA,0.011960005,0.849111296,0.138928699
SLC39A4,0.932941,1.21,93.05260675,N,47.46446639,53.69,-0.103805615,50.21488212,-0.504203571,75.41694635,1.068416548,83.66918103,1.38769494,95.43401,28.52323009,-0.345021891,72.68038409,0.320055,0.005737361,0.971586525,0.022676115
VPS28,0.999869,-0.4,26.53338051,N,6.721271983,33.23,NA,NA,-1.078077837,94.45964785,2.608545833,50.63038793,-0.187819458,37.5880971,23.41814159,0.773204036,43.69272977,0.7307597,0.115974874,0.857110731,0.026914395
CYHR1,0.993785,-0.29,33.20358575,N,7.341604433,83.91,0.479025001,79.25466601,0.225167083,39.26782672,3.376057351,24.69288793,NA,NA,88.40154867,-0.308288187,71.68175583,0.02300197,0.053830788,0.700895482,0.245273731
KIFC2,0.678961,NA,NA,NA,NA,15.23,NA,NA,-0.325978919,65.85945164,1.746938611,72.7262931,0.115823539,58.51454732,19.22013274,0.051681479,61.81618656,NA,0.001340579,0.998331876,0.000327545
FOXH1,0.811925,0,53.85114414,N,77.18622019,90.76,-0.725271357,15.51448919,-0.089134559,52.80115661,1.588237568,75.77047414,-0.396350797,26.47430878,53.04756637,-1.503826159,92.66941015,0.3994911,0.013291196,0.862630826,0.124077978
PPP1R16A,0.727738,-0.78,12.88039632,N,57.37171766,61.9,-0.308495864,36.18000982,-0.149117702,56.11091031,2.112578808,64.6012931,0.126609025,59.27956147,37.38384956,-0.265826668,70.53497942,0.2876725,0.047670337,0.947290127,0.005039535
GPT,0.81841,0.29,71.59707478,N,70.48903879,53.04,-0.011207097,56.22544204,0.118740547,42.96483709,2.343959993,58.8200431,0.141602187,60.20721643,61.73672566,-1.078472247,87.44032922,0.6080577,2.84E-15,0.001295584,0.998704416
MFSD3,0.55168,NA,NA,NA,NA,77.64,NA,NA,-1.716897261,99.2822843,1.771898006,72.24137931,0.404337847,74.26661045,75.18252212,-0.189149929,68.59259259,NA,2.02E-08,0.038030783,0.961969197
LRRC14,0.997478,-1,8.321538099,N,16.68272705,22,NA,NA,-0.760474725,86.15170135,1.798238842,71.69719828,-1.083515083,7.915185832,11.42146018,1.845167712,23.35802469,0.1233427,0.006652734,0.915049506,0.07829776
RPL8,0.964212,-0.21,38.57631517,Y,5.926282823,12.59,-0.424441845,29.38973477,-0.923169591,91.11375019,3.242418715,29.43426724,-0.385728038,26.99234986,5.248893805,3.075358047,8.976680384,0.3470951,0.932693413,0.06697921,0.000327377
ZNF517,0.932837,-0.03,51.91672564,N,66.26716454,19.57,-0.475007264,26.48575639,-0.183991397,58.04719368,0.11616052,92.48383621,0.548043921,80.14577435,52.08517699,0.769192764,43.79698217,0.9747651,2.01E-05,0.469655013,0.530324889
ZNF7,0.998949,-1.04,7.802547771,N,20.73596724,71.74,2.012652262,97.00392927,-0.593774656,79.59931843,0.988464028,84.49353448,-1.287544469,5.523763629,55.92920354,-0.978813341,85.82167353,0.1363684,0.000238234,0.921184686,0.07857708
COMMD5,1,0.66,84.35362114,N,97.76559865,59.28,-0.191004335,43.77455796,-0.471764978,73.84726597,1.6125,75.30711207,0.377319174,72.99560267,57.99778761,-0.1324613,66.84224966,0.3301047,0.000302003,0.351986745,0.647711252
ZNF16,0.988021,0.71,85.81623024,N,45.38063117,67.58,0.162111745,66.12843811,-0.643827893,81.73181184,1.273231721,81.07219828,0.374027343,72.8209144,64.19800885,-0.927248221,85.04252401,0.05396779,4.59E-12,0.026846168,0.973153832
CBWD1,0.997265,NA,NA,NA,NA,48.19,NA,NA,-0.624989803,80.99344245,2.007878798,67.16056034,NA,NA,89.78982301,3.286246755,7.385459534,NA,0.642141452,0.356513512,0.001345035
C9orf66,0.870627,NA,NA,NA,NA,34,0.880238252,88.26129666,-0.048598984,50.75127795,0.01320721,93.58297414,1.254755273,94.29552437,98.30199115,-0.245167759,70.04115226,NA,0.000775174,0.53508837,0.464136456
DOCK8,0.997093,-1.94,1.899032791,N,48.32570465,92.04,0.033643019,58.7487721,-0.232199014,60.78897093,3.428275593,22.82866379,-0.828277355,12.20408409,59.72345133,-2.77996008,98.39231824,2.46E-08,0.000135434,0.999864566,4.16E-11
KANK1,0.999999,-0.92,9.784147205,N,82.75716695,99.69,1.272661725,93.08079568,0.401228001,33.68616719,2.612821362,50.47952586,-0.117437522,42.03963617,NA,NA,NA,0.00213945,NA,NA,NA
DMRT1,0.910643,-0.42,25.56027365,N,49.36762226,81.85,-0.489390447,25.84724951,1.286197638,15.08235659,2.688144746,48.13577586,-0.148771178,40.08192278,45.44800885,0.153756855,59.06721536,0.112589,0.68359281,0.312015795,0.004391395
DMRT3,0.925036,0.64,84.10002359,N,81.89592869,58.4,0.002197729,56.90078585,1.49713998,12.36639645,2.457073371,55.42564655,0.56147283,80.66983917,90.9789823,-0.862852718,83.94513032,0.1781009,0.001373452,0.865389711,0.133236837
DMRT2,0.859096,NA,NA,NA,NA,45.12,1.073261449,90.99336935,0.828075751,23.06500749,2.955010239,39.22952586,0.318421114,70.16444792,98.43473451,-3.138908944,98.95747599,NA,0.460939428,0.533286747,0.005773825
VLDLR,0.968625,-1.06,7.554847841,N,55.79980728,84.85,NA,NA,2.454121568,4.084267052,3.6549553,15.76508621,-0.795474283,12.98114571,67.80420354,-0.718908622,81.17421125,0.007983662,0.000865741,0.999129165,5.09E-06
KCNV2,0.999988,-0.84,11.45317292,N,63.70151771,73.2,0.981481301,89.81458743,-0.012583203,48.8666288,2.641512722,49.56357759,0.178928244,62.55044877,92.59955752,-2.918124108,98.62277092,0.4902484,6.27E-17,0.00013685,0.99986315
KIAA0020,0.999989,0.47,78.85114414,N,94.57961937,99.26,0.235003828,69.78757367,-0.731941129,85.06221924,3.043526491,36.27155172,1.861879888,97.8796458,88.73893805,-4.23208229,99.65980796,0.2454675,1.66E-14,0.049565517,0.950434483
RFX3,0.999694,-0.8,12.45576787,N,7.227174175,10.04,-0.89514427,10.71340864,2.782074354,2.679816182,4.166504713,4.811422414,-1.248326299,5.927353774,2.129424779,4.058785395,3.319615912,0.02848257,0.999773274,0.000226726,1.17E-11
GLIS3,0.954961,-0.01,52.86034442,N,42.50782944,75.47,-0.547753776,22.98624754,1.086361862,18.25786131,3.374713378,24.76293103,0.546804446,80.09156075,76.07853982,-2.689574078,98.20576132,0.03440194,0.000100597,0.997176535,0.002722868
SLC1A1,0.99933,-0.71,14.673272,N,21.9043604,67.06,-0.251563376,39.71021611,0.924527019,21.22682914,3.209680012,30.3987069,-0.915743909,10.39696404,63.35730088,-1.671508885,93.98628258,0.01113875,0.001271167,0.99026324,0.008465594
CDC37L1,0.999817,-0.34,30.06605331,Y,58.01614069,49.11,0.62292033,83.22077603,1.010315536,19.68296587,4.235784453,3.846982759,-0.369951653,27.78748268,63.08628319,-0.178953454,68.30178326,0.1736505,0.935601046,0.06433916,5.98E-05
AK3,0.997479,0.06,58.74026893,N,95.37460853,96.63,0.410147046,76.94621807,-0.05689727,51.25729333,3.007653267,37.50538793,-0.336836623,29.407867,96.28871681,-2.297461535,97.10836763,0.7960064,5.63E-05,0.453086226,0.546857453
RCL1,1,0.4,76.30927105,N,65.99012286,65.43,1.056784201,90.72937132,-0.095499777,53.12645221,3.775625993,12.4299569,0.159723734,61.38184447,31.0840708,-0.978342968,85.81618656,0.03386235,0.948080583,0.051912379,7.04E-06
JAK2,0.99999,-0.37,28.22009908,N,46.07925801,47.85,-1.005005417,8.558447937,1.004022261,19.76558063,4.014097196,7.257543103,-1.303500352,5.33702789,28.84402655,0.185932192,58.30452675,0.002460741,0.969034927,0.030965073,1.33E-10
INSL6,1,0.55,81.54635527,N,54.20380631,97,-0.414508998,29.86861493,-1.092191796,94.72298239,0.526177385,89.1487069,0.523990008,79.29040419,49.12057522,-2.443555074,97.59670782,0.2516018,4.57E-05,0.238162739,0.761791567
INSL4,1,0.71,85.52724699,N,73.48229342,95.78,0.677844137,84.40569745,-0.256751918,62.17793153,-0.644787881,98.27047414,0.501502967,78.2844407,84.39712389,-2.308560719,97.14677641,0.3492944,2.06E-05,0.155293539,0.844685877
RLN2,1,0.35,74.37485256,N,88.340159,62.58,0.135867441,65.01105108,-0.628108747,81.0967109,-1.110819382,99.56896552,0.913894576,89.42834769,80.30420354,-0.485329921,76.07133059,0.7102209,5.04E-05,0.250740769,0.749208787
RLN1,1,-0.09,46.7386176,N,90.02649964,98.67,0.057498213,60.34503929,-0.577730183,79.00552486,-1.021663357,99.4450431,0.493223992,77.91096922,96.9579646,-0.519142157,76.80658436,0.8362649,0.000528757,0.455734365,0.543736878
PLGRKT,1,0.22,67.91696155,Y,97.62105517,97.43,-0.417627227,29.73968566,0.177587054,41.00790004,3.318700435,26.69719828,0.052263549,54.02084212,63.11946903,-1.916582461,95.57750343,NA,8.36E-08,0.045493147,0.954506769
CD274,0.99997,0.37,75.12384996,N,23.20525175,43.04,-0.173553956,45.05157171,-0.341344909,66.75272371,1.87568796,70.07543103,-0.171262023,38.5579182,7.909292035,1.134847335,35.77503429,0.1864799,0.004681603,0.878045758,0.117272639
PDCD1LG2,1,0.37,75.29488087,N,89.90604674,88.37,0.05501715,60.19769155,-0.040990454,50.3691847,1.220749208,81.88577586,0.359978509,72.24263599,76.85287611,-1.12943098,88.22496571,0.9469428,0.000429826,0.649050166,0.350520008
MLANA,1,-0.23,36.86010852,Y,98.64490484,97.48,0.195794088,67.91502947,0.043898078,46.21262973,1.854812601,70.49030172,0.247206648,66.35142461,67.27323009,0.232002344,56.91632373,0.7168095,1.08E-08,0.026397657,0.973602333
RANBP6,0.999936,-1,8.539749941,N,25.92748735,25,0.303545338,72.8388998,0.942096848,20.88604327,3.069251957,35.40948276,-0.871560019,11.28245286,43.98783186,-1.110223169,87.95061728,0.02008783,0.04174251,0.956992563,0.001264927
IL33,1,0.42,76.95800896,N,46.60322814,82.38,0.958918421,89.45849705,-0.061634327,51.48448392,-0.173803092,95.17780172,-0.135180413,40.90717427,76.18915929,-2.160934885,96.58710562,0.8458955,1.05E-08,0.049764229,0.950235761
UHRF2,0.999505,-0.38,27.88393489,N,42.08624428,11.91,NA,NA,2.834120628,2.47327929,3.875280829,10.05387931,-1.120381918,7.385097283,3.44579646,3.599512099,5.459533608,0.02882857,0.999646144,0.000353856,3.45E-11
KDM4C,1,-0.34,29.62373201,N,25.77692122,48.77,-0.553568597,22.67927308,1.26946716,15.34569112,2.774880237,45.13469828,-1.15169558,6.939341004,42.11836283,-2.000592876,95.8957476,0.004125037,0.000758735,0.999235107,6.16E-06
PTPRD,0.999887,-3.08,0.483604624,N,15.7552397,51.47,-0.574054855,21.71537328,3.35325779,1.073991842,4.367927971,2.478448276,-3.453585433,0.469851214,24.11504425,-0.314119349,71.81893004,1.10E-09,0.999999982,1.80E-08,4.88E-23
LURAP1L,0.99911,0.31,72.22811984,N,76.31895929,66.97,0.2211804,69.13064833,1.378469352,13.72953994,3.334370273,26.18534483,0.224552527,65.03222697,87.31747788,-1.125374805,88.16460905,NA,0.076624269,0.749455038,0.173920692
NFIB,0.997302,-0.45,24.00330267,Y,5.631173211,18.05,-0.086967417,51.47347741,3.863459903,0.26849796,4.804081907,0.339439655,-0.807172417,12.71610144,1.797566372,2.913479296,10.3648834,0.09604216,0.990809167,0.009190352,4.81E-07
ZDHHC21,0.999506,-0.23,37.11370606,Y,13.33413635,64.86,1.010246719,90.2259332,1.022958069,19.46093871,4.685214407,0.657327586,-0.41509433,25.37798928,9.917035398,-0.101748102,65.9478738,0.09074275,0.051230379,0.927439931,0.021329691
CER1,1,0.15,64.60839821,N,28.51120212,86.92,-0.007307657,56.41576621,0.935228163,21.01512883,1.790822241,71.84267241,-0.498663579,21.84808144,79.66261062,-2.305866284,97.14128944,0.3023833,2.58E-05,0.175572567,0.824401651
TTC39B,0.999723,-0.33,30.86223166,N,35.14213443,77.76,0.056921623,60.32048134,0.609408333,28.19228585,3.064808321,35.51724138,-0.227972166,35.29907837,37.62721239,-1.376091881,91.44032922,0.3792804,1.07E-11,0.473475101,0.526524899
SNAPC3,0.999892,-0.07,48.54328851,N,31.23343773,60.11,1.457088003,94.52971513,-0.329515044,66.07115196,3.135608711,33.13038793,0.127391202,59.32775134,80.63606195,-1.632464889,93.71193416,0.2993321,5.54E-05,0.883341296,0.116603314
PSIP1,0.999875,-0.05,50.22410946,N,55.52878824,56.43,0.38308117,75.89636542,1.55954082,11.58671968,4.235315743,3.857758621,-0.954010846,9.716282152,22.37831858,-0.229958537,69.59670782,0.2475714,0.946350058,0.053649629,3.13E-07
CCDC171,1,-0.87,10.65699457,N,84.44953023,99.7,0.216376994,68.9219057,2.486515312,3.903547271,3.556642497,18.64224138,-0.350499503,28.68501897,NA,NA,NA,NA,NA,NA,NA
BNC2,0.999605,0.63,83.58103326,N,59.21464707,49.05,0.550875127,81.47102161,1.60044951,11.12201167,4.088311535,5.99137931,-0.901718393,10.69815071,26.81969027,0.279036317,55.74211248,0.003806879,0.999465645,0.000534354,4.65E-10
SH3GL2,0.990338,-0.49,22.35786742,N,12.12358468,65.32,-0.335992286,34.51006876,1.902526416,8.060102236,4.048140274,6.654094828,-0.353394131,28.50430697,8.169247788,1.024788574,38.11796982,0.02639418,0.916295307,0.083681044,2.36E-05
ADAMTSL1,0.999089,-0.86,10.89879689,N,52.13201638,40.12,0.747190637,86.01424361,1.164631529,16.81726648,3.519552927,19.83297414,1.947371046,98.12059514,48.18584071,-1.775102866,94.77091907,0.001442601,8.83E-05,0.999911689,4.59E-08
FAM154A,0.999889,2.36,98.43123378,N,74.75909419,98.08,1.171707107,92.11075639,0.297959935,36.83069138,2.017285788,66.92349138,1.627822764,96.97006204,83.23561947,-3.751108792,99.46227709,0.436935,2.67E-18,0.000152508,0.999847492
RRAGA,1,-0.27,33.97027601,Y,3.077571669,7.65,-0.488205537,25.92706287,0.483799716,31.41426137,3.342614588,25.81896552,-0.430090146,24.81175833,1.576327434,4.241553747,2.787379973,0.399367,0.291376609,0.687885742,0.020737649
HAUS6,1,1.03,91.12408587,N,82.46807998,96.33,0.300809892,72.71611002,-0.078130992,52.25383384,2.332797514,59.12715517,1.736112309,97.36762846,86.81415929,-2.308801132,97.15226337,0.01656935,6.61E-10,0.854816358,0.145183642
PLIN2,0.999061,0.04,57.31304553,N,52.48735245,65.65,0.093931477,62.38948919,-0.344365752,66.90246295,3.024261624,36.875,-0.096132744,43.63592555,93.31858407,-1.443964804,92.13717421,0.4814255,1.20E-05,0.596644629,0.403343377
DENND4C,0.998467,-0.96,9.017456947,N,NA,95.38,NA,NA,0.210946941,39.74802499,3.366821109,25.01077586,-0.856973299,11.61375821,57.80420354,-2.533864819,97.84910837,NA,0.406967594,0.593032405,1.03E-09
RPS6,1,-0.34,30.06605331,Y,4.432666827,24.1,0.887307171,88.35952849,-0.695009364,83.71972944,3.313734716,26.84267241,-0.439149742,24.32985965,1.919247788,2.00421957,21.04801097,0.2637191,0.789114983,0.209530259,0.001354757
